contig00826	1
contig00827	0
contig00828	7
contig00829	1
contig00832	1
contig00833	3
contig00834	1
contig00835	2
contig00836	2
contig00837	0
contig00839	3
contig00840	3
contig00842	0
contig00843	0
contig00844	2
contig00845	2
contig00846	0
contig00848	4
contig00851	0
contig00854	0
contig00855	0
contig00858	0
contig00859	4
contig00862	0
contig00863	0
contig00864	0
contig00865	1
contig00866	2
contig00867	5
contig00869	0
contig00871	5
contig00872	5
contig00874	1
contig00879	5
contig00881	1
contig00882	1
contig00883	1
contig00885	2
contig00886	0
contig00890	2
contig00892	0
contig00893	2
contig00894	2
contig00895	5
contig00896	0
contig00898	5
